timestamp,source_ip,destination_ip,destination_port,protocol,packet_count,request_rate,success_flag,label
2026-01-27T22:44:23.406989,10.0.0.99,192.168.1.10,56,TCP,2,21.3,False,port_scan
2026-01-27T22:44:23.456989,10.0.0.99,192.168.1.10,57,TCP,1,36.9,False,port_scan
2026-01-27T22:44:23.506989,10.0.0.99,192.168.1.10,58,TCP,3,28.39,False,port_scan
2026-01-27T22:44:23.556989,10.0.0.99,192.168.1.10,59,TCP,1,24.04,False,port_scan
2026-01-27T22:44:23.606989,10.0.0.99,192.168.1.10,60,TCP,1,35.94,False,port_scan
2026-01-27T22:44:23.656989,10.0.0.99,192.168.1.10,61,TCP,3,29.61,False,port_scan
2026-01-27T22:44:23.706989,10.0.0.99,192.168.1.10,62,TCP,3,25.2,False,port_scan
2026-01-27T22:44:23.756989,10.0.0.99,192.168.1.10,63,TCP,2,33.05,False,port_scan
2026-01-27T22:44:23.806989,10.0.0.99,192.168.1.10,64,TCP,1,26.4,False,port_scan
2026-01-27T22:44:23.856989,10.0.0.99,192.168.1.10,65,TCP,3,35.17,False,port_scan
2026-01-27T22:44:23.906989,10.0.0.99,192.168.1.10,66,TCP,3,23.8,False,port_scan
2026-01-27T22:44:23.956989,10.0.0.99,192.168.1.10,67,TCP,2,38.32,False,port_scan
2026-01-27T22:44:24.006989,10.0.0.99,192.168.1.10,68,TCP,2,21.3,False,port_scan
2026-01-27T22:44:24.056989,10.0.0.99,192.168.1.10,69,TCP,1,20.3,False,port_scan
2026-01-27T22:44:24.106989,10.0.0.99,192.168.1.10,70,TCP,2,22.42,False,port_scan
2026-01-27T22:44:24.156989,10.0.0.99,192.168.1.10,71,TCP,1,21.27,False,port_scan
2026-01-27T22:44:24.206989,10.0.0.99,192.168.1.10,72,TCP,2,24.65,False,port_scan
2026-01-27T22:44:24.256989,10.0.0.99,192.168.1.10,73,TCP,1,39.66,False,port_scan
2026-01-27T22:44:24.306989,10.0.0.99,192.168.1.10,74,TCP,2,28.7,False,port_scan
2026-01-27T22:44:24.356989,10.0.0.99,192.168.1.10,75,TCP,2,32.56,False,port_scan
2026-01-27T22:44:24.406989,10.0.0.99,192.168.1.10,76,TCP,1,22.72,False,port_scan
2026-01-27T22:44:24.456989,10.0.0.99,192.168.1.10,77,TCP,2,21.41,False,port_scan
2026-01-27T22:44:24.506989,10.0.0.99,192.168.1.10,78,TCP,3,32.53,False,port_scan
2026-01-27T22:44:24.556989,10.0.0.99,192.168.1.10,79,TCP,3,29.56,False,port_scan
2026-01-27T22:44:24.606989,10.0.0.99,192.168.1.10,80,TCP,3,34.48,False,port_scan
2026-01-27T22:44:24.656989,10.0.0.99,192.168.1.10,81,TCP,3,23.87,False,port_scan
2026-01-27T22:44:24.706989,10.0.0.99,192.168.1.10,82,TCP,3,39.77,False,port_scan
2026-01-27T22:44:24.756989,10.0.0.99,192.168.1.10,83,TCP,3,20.45,False,port_scan
2026-01-27T22:44:24.806989,10.0.0.99,192.168.1.10,84,TCP,3,34.19,False,port_scan
2026-01-27T22:44:24.856989,10.0.0.99,192.168.1.10,85,TCP,3,27.99,False,port_scan
2026-01-27T22:44:24.906989,10.0.0.99,192.168.1.10,86,TCP,2,39.23,False,port_scan
2026-01-27T22:44:24.956989,10.0.0.99,192.168.1.10,87,TCP,2,30.22,False,port_scan
2026-01-27T22:44:25.006989,10.0.0.99,192.168.1.10,88,TCP,1,26.91,False,port_scan
2026-01-27T22:44:25.056989,10.0.0.99,192.168.1.10,89,TCP,1,24.68,False,port_scan
2026-01-27T22:44:25.106989,10.0.0.99,192.168.1.10,90,TCP,3,34.63,False,port_scan
2026-01-27T22:44:25.156989,10.0.0.99,192.168.1.10,91,TCP,2,31.55,False,port_scan
2026-01-27T22:44:25.206989,10.0.0.99,192.168.1.10,92,TCP,2,20.4,False,port_scan
2026-01-27T22:44:25.256989,10.0.0.99,192.168.1.10,93,TCP,2,27.98,False,port_scan
2026-01-27T22:44:25.306989,10.0.0.99,192.168.1.10,94,TCP,3,26.76,False,port_scan
2026-01-27T22:44:25.356989,10.0.0.99,192.168.1.10,95,TCP,3,29.71,False,port_scan
2026-01-27T22:44:25.406989,10.0.0.99,192.168.1.10,96,TCP,3,31.3,False,port_scan
2026-01-27T22:44:25.456989,10.0.0.99,192.168.1.10,97,TCP,2,31.4,False,port_scan
2026-01-27T22:44:25.506989,10.0.0.99,192.168.1.10,98,TCP,3,21.64,False,port_scan
2026-01-27T22:44:25.556989,10.0.0.99,192.168.1.10,99,TCP,3,23.72,False,port_scan
